Name,Official Name,Continent,Capital,Largest City,Most Spoken Language,Demonym,HoS Title,Head of State,HoS Picture,HoG Title,Head of Government,HoG Picture,Population,Currency,Anthem,AnthemHtml,Globe,Flag,CoA,Acceptables
Trinidad and Tobago,Republic of Trinidad and Tobago,North America,Port of Spain,Chaguanas,English,Trinidadian,President,Paula-Mae Weekes,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxMTEhUSEhIVFRUXFxUVFxcVFxcVFRUVFRcWFxUXFxUYHSggGBolHRUVITEhJSkrLi4uFx8zODMtNygtLisBCgoKDg0OGhAQGyslICUtLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLf/AABEIAPoAygMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAADBAECBQYAB//EADwQAAEDAwEFBQcCBQIHAAAAAAEAAhEDBCExBRJBUWFxgZGx8AYTIjKhwdFS4RQjQmJygtIVM1OSorLx/8QAGgEAAgMBAQAAAAAAAAAAAAAAAgQBAwUABv/EACwRAAICAQQABQIGAwAAAAAAAAABAhEDBBIhMRMiQVFhBYEjMkJxkaEVJNH/2gAMAwEAAhEDEQA/APjNvxCdosQ7Ol8O9zcB9vunNxN4FaFNQ6YajAV6zp0CpSYjbqdS4EG0mICkvVK+7omqoCTq0lVJNdF0WpdgX3BK8x8qppItKiSq1bZe9qQalTJTjbeVFsyE0KiZhBVyJZJu+BX+E4lWZTAKsbtkxvBWZcM0kfbxUKWP0aOrLXKZZ1KQqNpEL1XaTG4b8R6aeKtRvmuwcFQ82O6s5Yc229pU00IsAKNcXDBje8EA12mBIk6Bd4kG6TQSxZEraZDqIIwlzQIV6j4UtrqHTCW5AC1DLUxVeEFyrkiyLYGoxLEJ16VeqZIvgygTVmNUqFp7PAbTLolxMDpAyY5qqU9tF0VZ52iBvLQt7Te+aWtGeRPQI3u2/wDSH0VWXWRg6XIccbYOtb7lNo5QT2gyUf3QRb5kghZTLp3NM6SaVpi2txt00aLi0BBNRJ1KhKAapTbyiccI86pJVXIFBp1Te5KlO0c0osVIRqEq4Ym6FCQpjHkGeRJAnYl2gAkpL/iUj5Y6zp10R9r3QaNwakZ7Csik7hzSmozSUtsWN6bBGUN00GfUB08VLGS10mI581FOdGjJxKBVMGClB8Yp28uzjTAMFNut5nQcWnmBqDPFItqmZRjVc4gcfALiQdMiQDPfz5pt7mukDBBEcz2lCurOJJdJn+nrxPRAggT1+nBcQNuG9nThlCewhepOLdekSnRTmJg9ZjPqVdDM78xTPAtvlEN5eL0zVtwEF1JNOLQmpIVqKganG0VDqUINjDWRdCm4tXZdSmGQ5zmmTkdesLNqGEe0+VL5cSnURjHJrkNdNAyHF3dH1QP413N3iUSo0nA9Qp/4a/kPFDLw48Sf8litm7dtwFzrhDj2ldLc6fVc5b/FvHrPiuwczonUL8PcULyr0qMqtUZTLHRCciueTPk+OA9KnARqY5ITaghVNZMqkLNNj1GmDqmKTANFn0bngm6T0cWmLzjJM5W5qOc4l2p1VKfNHvqu+9zoiSfpj7ILRBzoViS7Z6GPSLMqEGQr7pqEkqreSPYuiesea4IEaBacg/lHtGkyY0+k4TV67eDRGmp56fugspOA3hzjt7RyXHBqdWQRPTPVLuqlu8AOPeiWlKdcCeH2CZv6VMNETvRx8zyXHCHvRxB3p4hPW4MYBOOzwSFBoPzdRPLkvF+RrIwO5cSmOe8DhBBBB4/fv80RtmYXtzAJGT1zAmfJaTNJ558U9pPNafoZuuexpr1FW0eEId1a4lNvdGiz61zBInCalSQnjcpPgy7oGUzsulvQ3mfBAqGVsbDZDZGpMfX8+RWXqcnhxckauFbuBynRDQBrujJ6TJ+yyH3biSd7iVq3kwQ3JOp0Hr8rKNkeLxPYVn6aUOZZH2MzT9DT2rUimeZ+EfdYliYceo8j+6d2zWl+6NGjPac/hZ9v846yPomsMqypjGox/wCu19x9zJ0CqaSYY1MMpLZ2WebeShEUii/w5I0Wg1nRSSj8NFTzP0MwUSOCW2hdEDcGJ17OS2SQASThcrWqbzi48TKV1UtkaXqOaNeJK2uiinVQAj0qZKzjUIp005Z2xJ0hOWdmNStq2twqpzovhisyaluIjJPIJirYOawA4J4fpDiPrldZYWbJBiSi3+ymvB1nmFCyWG8aRwVeg+mYyBrrEqlw5sQQHF3/AHNK6p/s0/cBe8uIOAQIjqdSse7svdve11N4B+QgExzaeY6qyMimUDFZRkfDxEdAQcKZe34SAXaDiR4rWqbJqMaDuHdPHj3hZ95SIO96niiAqgYIGroIEZWnQeN0CeA8llspF7pPIye5NEJ3R9tiGvSaSGHkJO4bAkhFIQ3uTkuhGCpma8Lb2YYpjs85/Cy6tLitzZ9t/LH+IPZgrE+peWKT9zW0vLZYu0AB4ADpPNLPOT8I1PJFrVAwZIz4lY1S4BJM8TxSGHDKfKGZSSBe83i5x4klUYYc09Qoo6KKqbi6dmjOO7G18Go2omqdZZ7Z4I9NvNb0ZHkJwRoNqyvVHJZmEaZGVZYu4pMV2lVim6OMDxK58rZ2m6Wd4WPCzdU7n9jY0Uax/cJRZKftmHgg2VGVsU6QCRlKjQhCxm0Yn6TUlSq5hrS48mifqju2iW4dRcO1UtNjCaR0dgMYW5bU5C5XZm3qf9TCNOq63Zt0x8FpkIoprshyT6DMo9ESlbNIktHeEY4OqPSaDiQrUAzJvLcHEL577R7M93VJAEOzHb0X1G5tyDouW9p7QEb0ZUJ0yJK0fPySMadihHr0iHFBW3BLaqPO5G3J2TKXrIpUESiasiPApKMy4Ib/AMwjp8Q7hCOLXEpGqwaJPUYrqx3TTTugHvQ5xlxE8Tkog2fyexUo2u9MAmBJKGWjqkpQk3SkOJr2PUCrVAh0UaoFQbK5Q7ZmWN7I8MIuiVsH/CRyJ+voou6Vt4pXBP4PKZ4bcsl8hjVAUG5QXBCc9E5FagmTePkR1Hmkn01oUtNMnyVnWwIx2rLz5U5mvp8DWMJs+lAWkylOuiFZsWg6jKTk7Y/GNImjetp4EALXsbptaGiCeABYD4OcCuTvtm1HHGnmosNkuL8txPMkgSJgcTEq2KiUzlL2OmvtntBOoIyWuG66PuOqLsO5IcQFW9ZUbgS6jnc946alMxoCSd5pMYSmxSWVB1KHIkg8bbO3urh25K50sqlxhzs9q6u8p71NsCFwV77Rhj4bTLxJaMwCRg9qKKsGTo6jZ2yq5EiuW8gZhNXtBxa5lQDeA1GjhzH4WDY+09F2Ax9vVkgA/wDLqEat5SukpXQq097XEjqCM/bwRTVIGHJ80vWjeKzquCm9o1P5ju0pRz1tw/Il8HnZr8ST+WCrVAopOQay9RqQh3ch7fKajDiVm7gieIB7+udFY3JQmzPPp170prG5VT6GdHDbd+p6g7l1BBJAInUH1orlzPQn6yorQAcAExOn0ASwqNSUMMcty5Q65NcC1PVMu0So1TR0VRsx9SbJ0Fw7E0HrPpmHJtgWnpZXBI89r4VmbLPehbklGpUpJTVvRCZUXISc1EEAA0k8o+/3XrZxIBK9tFpxGnFXouwOxY2aNTkvk3tPLdji/hDlu6Fo2tTKyqZT9qqGNRR1dk1jgJAlNupBukeCyLB8LVDpydAhRElRm7RdxJWTbn+aBEcVbaG0C+oTgMZP7kpax23SdUAaZI6EA9hKlolOj6Vb5piVzu2PY9jzvsaBmeUHu0WlZbZAZBgAak4gdq17G+Y8CHAg6FWRddFco32cg32ZDg1lUu3GmQ0OIE88ZPauhsLBtJu60kjPzEk57Vp1KA1CERCKTfqBGKXR8Uu6kucf7j5lLOcmrij8bh/c7zKEbcrdp0ectJgXaJWpxT76cJd9FBOLLISQnRqneA6jzW86jvQN0RkkkZMdfBZDaQ3gTjInxW3GBMcOyNVja61JGjp6adCl1btLcACIgjQ9qUNi79TfJPOfOmJOAIjloog/ob/5JaGfJBUmXOKZhHXvTTdEq/VNU9Fease2CA+IJkuhLP170V2U7pn5WY/1BfiL9i7KidZcYSlFilxT0W0jKnFSY+10jKgIVm8bzQ6IJEyYEcZPBEYWkYOZM90adFn6vGt7kvY09FkexQ+f6DU09bDKRphPW5WfI1Im3aOhO3deGdSsem8q9a4woRMuWLNtsnjOvFGsPZcFwcyARnTyVqNYDLiAOuFv7DuaRPw1WE8phFFMGSXYpc+xhuaYBqlsZgfK49QeKfsNkutaQBMkEDXgAuhsi5rYQ76HMcEbXSAXbYS0uw5qHcVIzyWRaVoxyUe0V5uW1R3EjcHa/wCH7z3KY+aSj7nTahBy9j59UfvEmNST4qm8lXPIUhxXorPJbA7mg5Q3uA4IZqwpbUnBGFFkqLF71uJHRXt6+gd8vCeB/CG4iYMx0/dKXT+A5rP1MI5G4s1NNcYms90TkEnTmli0cdeOuqHQr7mDnQ96Puv4bsf6VjzxvG6Y8pWjFq6pmmcJarqj0dFeacfzMrVCOxiDUWvb2oLWnoPJPaKO5tGT9Wlt2v8AcXZRKv7vCK8OCq07y0aS4MTc3yL+7GqtZxkZI/pPAA5I7ZCP7pXaAEtm0292OYNZsW2vUMwJmgcpWmUwwrEaN6LNi3Eg88JLadB7vlduDsnzRLarCepQQpTJas5o7IqnJcX9Qc+BTdHZlRsFr90z/W0jvldBQssrRp7Pd+l3crIz+Cd6jwZlNlcDfbXaXDIjeC0rbbTngCpTcx8fEHAgE82niCtO0oFoE/XVGvqbS2SJI0RSaYM530jNYJIIWB7fXRApUhod556kfCPN3iuqtqWAuN9ttpNrGmxu5/LdUEtMl0xl3LT1CPSRvLYrrG/AZzzDzXq0Ku6V7dK2zzvqDCq+oruwk3Pygk6LYqxq2pb7omME89OiJTt6Y+Itc76+WiVoVSHAjgn6jm1SXMIY4c/hJjqOKydXv39tRNLT0ofIhfVQflaB2ZPikxRem6lw9vzaZ11P+pLlzP1HwH4Vcm1SS4/kuiherqjUSg1NUSiUBqr8wR62bGr8DewfTCxnp/Z7vgjkSPv909oJVNr4Mz6zDdiT+R6qA5AFCERqJ7slalWecT28FW0uqs2gpJ3VT3wU8EeZ9Apg96YZUSm9JJVgvOTXLo9bjvarH6b1pWdVYTHp23rKpl0Tq6FQHK17O8iMlclTusa5RqG0iBCJTohwO4FcOzMpa7OFh2G05Q9t+0TKQzlx0aNT+B1Rq5ukVyqCuRT2o2x7igQ0/wAx8tZzH6ndw+pC+eUXnimL+6fWqGpUOTgDgANAOiCyAtXT4fDRi6nP4r46DyhVKyrUqJd2UxKXsKxh7kuqyhA5VSYUsVLdl6VIOwKHjC9ROVNcoWX4+hOqeCWhHeglUy7L0Fqq9FUq6q1FIGx+oOUzso/MOwpaFfZ74qdoKY0sqyoV+ow3aeRtMCKxL0jKm4ums6nkPvyWy5qKtnk1inOW2KthbinI6JC4cGjdGXHJ5AHTtKTfcF7pdnkOARHy6DxAg9nArN1GrcuI8GzptD4fM3bD00VqHTCMwLOZqos1FpyqNYm7agSoCRG8UShUkxmU7Tspwm6Wz4UUFYbZ9pMK+2PZpldwcHOY4NAxBEAmDB6nmtPZ9FNXtIwHt1bmObf6gjjJw5iVTgp8SPnO1vZ2vRExvsGrm8B/c3UfUdVkGkYkjHPge/RfYWwQCNDnuK4/2n2EaJNzbiG61aY0ji9o8x3803j1cv1cistDjfTr+zj9xQ6nhbW4x4Dg0QcyMeSDVtQdDHcm46jG++CjJ9K1EX5aa/f/AKYhokowZAWmaDeSj+HadQR2H8qPHxphf4vUNc1/JmNQq60X7PIy0yOWh/dZtyDyK7enygXgni4mhVyAjOQVTIJBqimkofqmKFueOOiSo1/1FgopMIcHaJltOFJpo4+V2TkjvjtfR59y6IGOxKkJoUl73SOUnLtlMdPGKqKoUAWhSbIBHroUA0ke0funOh1/KrkrO8MK1nHh5HkeqKGpz+FmHsgyO0EciPRQ2Mk7oBDv0nU/4n+rh16cVSRVBrWhK1tn0YIlJbPwchdBSogiQoD9B9tiCJGqkW0HKb2fpBTNzRwiAAUGpghDt2IzyN0k8FxzM6wd/LHRz29zXuA8k5TEiDootLItpta4Q74nOHJz3OcR3SB3FMtowoS4OPmm09nfw9w+iPkcPeU+gPzN7j9ku5q6X27pD3lu7jL29xAP2XPkK+DtGhp3cABCo5qY3VBYiLqAAr1dsiR8wyPuFfdUNMY9dq4Fr0M682YKjd+kIdE7o0d2ciudJ5rs6Z3XRwOR28QmTRYcljCerRPkjUhLLoVN3Hj3MK3tQ3SD1Ov1TPuQeCDTMJqlUlV0XxSYH3EKnuk85ioGBcG4ABTUGmmQ3goLFx2wVNNUDE2WKjmqQXErZ3TqRxkcQdP2Wo11KsIwD+l2vceKzHMUBiBxTK5Y0zet9n1Ro8n/ADG+B2E5HcVsWTqrPmpbw5sM4/xOVytntStS0dI5O+IfXRdDY+1TdKlPvZ/tP5VfhsreJ+h0Frf0tSSzo9rm6CeXqFoi4YQYe1wzoQdN7/Y76cxOZZ7Xt36VAOjvhP1WgKLDmGnrAP1XUyqSa7CBwBjebPLeHAkd+W/VvMTe2wd4fNiDkbvPdBzPUwRwHFeYwDQR9EVqlICrDhqq4BeD1zftD7RtYCymd5/MfK3tPE9EVBRi5OkYntbdCpcBoOKYI/1OifAR4rJKFvEmSZJyepOqMEaVGpihsjtKhecFJCtEhSWULkIVVvEajyTLgqLgWhfBEHx5dVHv3DBYccgqvEHpwRhVPNcAY6Mx8euxCaURqgViaFB4IhWLUrQKbJxPLXsUjUXaJLZHVeAlXbClzePrkCuDoA5qG5iacENwXEOICF5oyibq9C4GirmSqhiM1TurjtpUBEp1C3IcQehIXgFaFxND1Lbtw0QKru+Hf+wK0tl+09RpJrOL2no0FudcDSNexc/CsxRSAlijJVRve09xVL6T94ilUpYAJDS5roqaYcDLSDyKwqpxC1djl1w02JbL2D3lsRMkDeD6fZ8Q8GnhnJeOBwdI5EKUBpn5XB9oG1HYgAI7CuGEXChq8V4LgzzwhI5Q3BcQwFZkjr69eCXTiqaLfUrgGjn5Vw9RuKrmqBDlDdF6bZUWQHkJinc81xbDIaQqQY8Ozh66Jqm5ZF4/4Q4cMHs/++aPYXc4Ul8ci3bWPxBjvCqWoxbIxrwQpXFtAS1QiuCG5cCzzQiShgqzSuORYK0Ko9evWis1cSSFIC8V5cSNbMrBlalWIJNN29jsg4Ousx0CDtQPbcVBUdvbx9414AAex+WugY6FUaYTVaia1KG5q0gX0/7ma1KfkR+y4XyLZLxPsxAo7EtRqBwBHHKMxy4vTCwoheBU9ykI8CvEKGlWUHAnBQiEKu72riDBphX3EOn68UdnD1xCgTiAdbpWqwhaYS9wuInjVC9OvgtKDbVi13eqHVDPzLhVzfDOttK0q9bBngfP91n7MOB65LSrfJ4eYUmrB3GyhCG4IjVR/wB1wTBBXChS0fbzXAovqrNVOXaFcLiS0rwUD8/ZW4+ua4kgevXrgjUKpBBaYcDIPUes9CUE/lSxcRVqmTtaiGVBVYIpVpcP7KgnfYY6gnxVGlNXWbKtPCpRI6E7kkcikqWi4owPuPsGBVwqBXH3UjJUqQV78KPXmoOPLx7VJ/CpKkg//9k=",Prime Minister,Keith Rowley,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/KeithRowley.jpg/220px-KeithRowley.jpg,"1,359,193",Trindad and Tobago dollar,Forged from the Love of Liberty,"<iframe src=""//commons.wikimedia.org/wiki/File:Forged_from_the_Love_of_Liberty_(instrumental).ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Trinidad_and_Tobago_%28orthographic_projection%29.svg/250px-Trinidad_and_Tobago_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Trinidad_and_Tobago.svg/125px-Flag_of_Trinidad_and_Tobago.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Coat_of_arms_of_Trinidad_and_Tobago.svg/85px-Coat_of_arms_of_Trinidad_and_Tobago.svg.png,"Trinidad and Tobago, Trinidad, Tobago"
Tunisia,Republic of Tunisia,Africa,Tunis,Tunis,Arabic,Tunisian,President,Beji Caid Essebsi,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/B%C3%A9ji_Ca%C3%AFd_Essebsi_2015-05-20.jpg/220px-B%C3%A9ji_Ca%C3%AFd_Essebsi_2015-05-20.jpg,Prime Minister,Youssef Chahed,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/PM_Youssef_Chahed.png/220px-PM_Youssef_Chahed.png,"11,434,994",Tunisian dinar,Humat al-Hima,"<iframe src=""//commons.wikimedia.org/wiki/File:Humat_al-Hima.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Location_Tunisia_AU_Africa.svg/250px-Location_Tunisia_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/125px-Flag_of_Tunisia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Coat_of_arms_of_Tunisia.svg/85px-Coat_of_arms_of_Tunisia.svg.png,Tunisia
Turkey,Republic of Turkey,Europe/Asia,Ankara,Istanbul,Turkish,Turkish,President,Recept Tayyip Erdog&#774;an,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Recep_Tayyip_Erdo%C4%9Fan_2019_%28cropped%29.jpg/220px-Recep_Tayyip_Erdo%C4%9Fan_2019_%28cropped%29.jpg,,,,"82,003,882",Turkish lira,I&#775;stikla&#770;l Mars&#807;,"<iframe src=""//commons.wikimedia.org/wiki/File:Istiklâl_Marsi_instrumetal.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Turkey_%28orthographic_projection%29.svg/250px-Turkey_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/125px-Flag_of_Turkey.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Emblem_of_Turkey.svg/1200px-Emblem_of_Turkey.svg.png,Turkey
Turkmenistan,Republic of Turkmenistan,Asia,Ashgabat,Ashgabat,Turkmen,Turkmen,President,Gurbanguly Berdimuhamedow,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Gurbanguly_Berdimuhamedow_%282017-10-02%29_02.jpg/220px-Gurbanguly_Berdimuhamedow_%282017-10-02%29_02.jpg,,,,"5,662,544",Turkmen new manat,Gara&scedil;syz Bitarap T&uuml;rkmenistanyn&#780;,"<iframe src=""//commons.wikimedia.org/wiki/File:National_anthem_of_Turkmenistan,_performed_by_the_United_States_Navy_Band.oga?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Turkmenistan_on_the_globe_%28Eurasia_centered%29.svg/250px-Turkmenistan_on_the_globe_%28Eurasia_centered%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Turkmenistan.svg/125px-Flag_of_Turkmenistan.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Emblem_of_Turkmenistan.svg/85px-Emblem_of_Turkmenistan.svg.png,Turkmenistan
Tuvalu,Tuvalu,Oceania,Funafuti,Funafuti,Tuvaluan,Tuvaluan,Queen,Elizabeth II,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Queen_Elizabeth_II_in_March_2015.jpg/220px-Queen_Elizabeth_II_in_March_2015.jpg,Prime Minister,Enele Sopoaga,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Enele_Sopoaga_2015.jpg/220px-Enele_Sopoaga_2015.jpg,"11,192",Tuvaluan dollar,Tuvalu mo te Atua,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Tuvalu_on_the_globe_%28Polynesia_centered%29.svg/250px-Tuvalu_on_the_globe_%28Polynesia_centered%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tuvalu.svg/125px-Flag_of_Tuvalu.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Coat_of_arms_of_Tuvalu.svg/85px-Coat_of_arms_of_Tuvalu.svg.png,Tuvalu
Uganda,Republic of Uganda,Africa,Kampala,Kampala,English,Ugandan,President,Yoweri Museveni,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Museveni_July_2012_Cropped.jpg/220px-Museveni_July_2012_Cropped.jpg,Prime Minister,Ruhakana Rugunda,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Ruhakana_Rugunda_2015.jpg/220px-Ruhakana_Rugunda_2015.jpg,"41,487,965",Ugandan shiling,"Oh Uganda, Land of Beauty","<iframe src=""//commons.wikimedia.org/wiki/File:Ugandan_national_anthem,_performed_by_the_U.S._Navy_Band.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Location_Uganda_AU_Africa.svg/250px-Location_Uganda_AU_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Uganda.svg/125px-Flag_of_Uganda.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Coat_of_arms_of_Uganda.svg/85px-Coat_of_arms_of_Uganda.svg.png,Uganda
Ukraine,Ukraine,Europe,Kiev,Kiev,Ukrainian,Ukrainian,President,Volodymyr Zelensky,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Volodymyr_Zelensky_2019_presidential_inauguration_05_%28cropped%29.jpg/220px-Volodymyr_Zelensky_2019_presidential_inauguration_05_%28cropped%29.jpg,Prime Minister,Volodymyr Groysman,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Volodymyr_Groysman_Portrait.jpg/220px-Volodymyr_Groysman_Portrait.jpg,"42,418,235",Ukrainian hryvnia,"Shche ne vmerla Ukrayiny ni slava, ni volya","<iframe src=""//commons.wikimedia.org/wiki/File:National_anthem_of_Ukraine,_instrumental.oga?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Europe-Ukraine_%28orthographic_projection%3B_disputed_territory%29.svg/220px-Europe-Ukraine_%28orthographic_projection%3B_disputed_territory%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/125px-Flag_of_Ukraine.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Lesser_Coat_of_Arms_of_Ukraine.svg/85px-Lesser_Coat_of_Arms_of_Ukraine.svg.png,Ukraine
United Arab Emirates,United Arab Emirates,Asia,Abu Dhabi,Dubai,Arabic,Emirati,President,Khalifa bin Zayed Al Nahyan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Sheikh_Khalifa.jpg/220px-Sheikh_Khalifa.jpg,Prime Minister,Mohammed bin Rashid Al Maktoum,https://upload.wikimedia.org/wikipedia/commons/0/05/Mohamedu_bin_Ra%C5%A1idu_Almakt%C5%ABmu.jpg,"9,599,353",UAE dirham,I&#772;s&#780;iy Bila&#772;di&#772;,"<iframe src=""//commons.wikimedia.org/wiki/File:""Ishy_Bilady""_performed_by_the_United_States_Navy_Band.oga?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/United_Arab_Emirates_%28orthographic_projection%29.svg/250px-United_Arab_Emirates_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/125px-Flag_of_the_United_Arab_Emirates.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Emblem_of_the_United_Arab_Emirates.svg/85px-Emblem_of_the_United_Arab_Emirates.svg.png,"United Arab Emirates, UAE"
United Kingdom,United Kingdom of Great Britain and Northern Ireland,Europe,London,London,English,British,Queen,Elizabeth II,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Queen_Elizabeth_II_in_March_2015.jpg/220px-Queen_Elizabeth_II_in_March_2015.jpg,Prime Minister,Theresa May,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Theresa_May_portrait.jpg/220px-Theresa_May_portrait.jpg,"66,921,307",Pound sterling,Gods Save the Queen,"<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_God_Save_the_Queen.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/EU-United_Kingdom_%28orthographic_projection%29.svg/220px-EU-United_Kingdom_%28orthographic_projection%29.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/125px-Flag_of_the_United_Kingdom.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Royal_Coat_of_Arms_of_the_United_Kingdom.svg/90px-Royal_Coat_of_Arms_of_the_United_Kingdom.svg.png,"United Kingdom, U.K., Britain, Great Britain, England, Wales, Scotland, Northern Ireland"
United States,United States of America,North America,"Washington, D.C.",New York City,English,American,President,Donald Trump,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Donald_Trump_official_portrait.jpg/220px-Donald_Trump_official_portrait.jpg,,,,"327,167,434",United States dollar,The Star-Spangled Banner,"<iframe src=""//commons.wikimedia.org/wiki/File:Star_Spangled_Banner_instrumental.ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/USA_orthographic.svg/220px-USA_orthographic.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/125px-Flag_of_the_United_States.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/85px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,"United States, America, United States of America, US, USA"
Uruguay,Oriental Republic of Uruguay,South America,Montevideo,Montevideo,Spanish,Uruguayan,President,Tabar&eacute; V&aacute;zquez,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Visita_Oficial_del_Presidente_de_Uruguay_3_%28cropped%29.jpg/220px-Visita_Oficial_del_Presidente_de_Uruguay_3_%28cropped%29.jpg,,,,"3,444,006",Uruguay peso,Himno Nacional de Uruguay,"<iframe src=""//commons.wikimedia.org/wiki/File:United_States_Navy_Band_-_National_Anthem_of_Uruguay_(complete).ogg?embedplayer=yes"" width=""220"" height=""20"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/URY_orthographic.svg/220px-URY_orthographic.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Uruguay.svg/125px-Flag_of_Uruguay.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Coat_of_arms_of_Uruguay.svg/85px-Coat_of_arms_of_Uruguay.svg.png,Uruguay
